иди в буфет и привези глотание им,взять(глотание)взять движение(буфет)движение
сбегай пожалуйста в аудитория 843 и отвези для меня инфлюэнца,движение(аудитория 843)движение взять(инфлюэнца)взять движение(обратно)движение
захвати лабрадорит в кабинет 689 и затем возвращайся,взять(лабрадорит)взять движение(кабинет 689)движение движение(обратно)движение
попробуйте отвезти переторжка пожалуйста из буфет,движение(буфет)движение взять(переторжка)взять движение(обратно)движение
привет его трудолюбивые руководители хотят чтобы ты увез воззрение для нас как раз из буфет,движение(буфет)движение взять(воззрение)взять движение(обратно)движение
доброе утро я требую чтобы ты увез театрализация в буфет,взять(театрализация)взять движение(буфет)движение
отдай осетроводство в кампус Африка и вот только тогда сбегай назад пожалуйста,взять(осетроводство)взять движение(кампус Африка)движение движение(обратно)движение
привет она просит чтобы ты доставил штадив мне вот из отдел кадров,движение(отдел кадров)движение взять(штадив)взять движение(обратно)движение
прошу заедь в медпункт и принеси им мазила,взять(мазила)взять движение(медпункт)движение
команде хочется чтобы ты доставил тяжеловес из кабинет 418,движение(кабинет 418)движение взять(тяжеловес)взять движение(обратно)движение
пожалуйста не сочтите за труд взять завоёвывание вот для меня из буфет,движение(буфет)движение взять(завоёвывание)взять движение(обратно)движение
забеги в библиотека и увези коллективу впрессовка и только тогда возвращайся,взять(впрессовка)взять движение(библиотека)движение движение(обратно)движение
привет команде охота чтобы ты прихватил реверсия именно для нас из буфет,движение(буфет)движение взять(реверсия)взять движение(обратно)движение
привет мы просим чтобы ты доставил микст нам вот из медпункт,движение(медпункт)движение взять(микст)взять движение(обратно)движение
здравствуй желаем чтобы ты доставил фронтиспис из библиотека,движение(библиотека)движение взять(фронтиспис)взять движение(обратно)движение
здравствуй талантливые коллеги требуют чтобы ты отнес выверчивание в буфет,взять(выверчивание)взять движение(буфет)движение
не сочтите за труд дойти пожалуйста в отдел кадров и взять местожительство им,взять(местожительство)взять движение(отдел кадров)движение
добрый день жажду чтобы ты в медпункт забрал чекмень после чего сгонял в начальную точку,взять(чекмень)взять движение(медпункт)движение движение(обратно)движение
добрый вечер ее трудолюбивый коллега желает чтобы ты прихватил базис в пункт 870 затем сходил в начальную точку,взять(базис)взять движение(пункт 870)движение движение(обратно)движение
принеси хлопкоробка из буфет,движение(буфет)движение взять(хлопкоробка)взять движение(обратно)движение
увези эготизм из аудитория 969 нам вот пожалуйста,движение(аудитория 969)движение взять(эготизм)взять движение(обратно)движение
будь так добр отнеси для нас анданте из библиотека,движение(библиотека)движение взять(анданте)взять движение(обратно)движение
здравствуй мои группы хотят чтобы ты в кампус Антарктида занес марксизм и после чего сходил назад,взять(марксизм)взять движение(кампус Антарктида)движение движение(обратно)движение
попробуйте забрать нам плеск пожалуйста из отдел кадров,движение(отдел кадров)движение взять(плеск)взять движение(обратно)движение
точно увези для меня именно лозник из пост охраны,движение(пост охраны)движение взять(лозник)взять движение(обратно)движение
доброе утро отвези сосунчик в кабинет 255 и только тогда сгоняй в начальную точку,взять(сосунчик)взять движение(кабинет 255)движение движение(обратно)движение
здравствуй коллегам охота чтобы ты доставил надгробие именно сюда из медпункт,движение(медпункт)движение взять(надгробие)взять движение(обратно)движение
добрый вечер сбегай в пост охраны и захвати мамзелька нам,движение(пост охраны)движение взять(мамзелька)взять движение(обратно)движение
пожалуйста не откажите в любезности занести шалопутство для меня из пункт 987,движение(пункт 987)движение взять(шалопутство)взять движение(обратно)движение
принеси критиканша из буфет,движение(буфет)движение взять(критиканша)взять движение(обратно)движение
бога ради переместись в медпункт и забери туда сматывание,взять(сматывание)взять движение(медпункт)движение
можешь занести вот для нас партиция пожалуйста из буфет,движение(буфет)движение взять(партиция)взять движение(обратно)движение
привет жаждим чтобы ты в кампус Евразия довез эквилибристика после чего сходил обратно,взять(эквилибристика)взять движение(кампус Евразия)движение движение(обратно)движение
привет я хочу чтобы ты доставил рафинад в библиотека потом дошел в начальную точку,взять(рафинад)взять движение(библиотека)движение движение(обратно)движение
добрый вечер мои замечательные руководители хотят чтобы ты забрал жизнелюбец из аудитория 821,движение(аудитория 821)движение взять(жизнелюбец)взять движение(обратно)движение
добрый день ваши группы требуют чтобы ты в кампус Бразилия забрал водопойка а после чего вернулся,взять(водопойка)взять движение(кампус Бразилия)движение движение(обратно)движение
пожалуйста потрудитесь только для нас довезти суглинок из буфет,движение(буфет)движение взять(суглинок)взять движение(обратно)движение
привет я жажду чтобы ты зашел в библиотека и привез чуня для нас только,движение(библиотека)движение взять(чуня)взять движение(обратно)движение
добрый вечер мои замечательные руководители желают чтобы ты в пост охраны взял плюс и затем следовал в исходную точку,взять(плюс)взять движение(пост охраны)движение движение(обратно)движение
хотим чтобы ты в аудитория 205 доставил накусывание а после чего вернулся,взять(накусывание)взять движение(аудитория 205)движение движение(обратно)движение
телепортируйся пожалуйста в аудитория 384 и забери прорекание коллегам и после этого телепортируйся в начальную точку,взять(прорекание)взять движение(аудитория 384)движение движение(обратно)движение
прошу возьми корчма в аудитория 822,взять(корчма)взять движение(аудитория 822)движение
привет просим чтобы ты принес существенное вот нам из пост охраны,движение(пост охраны)движение взять(существенное)взять движение(обратно)движение
трудолюбивая команда желает чтобы ты поехал в кампус Африка и захватил незрелость для нас только,движение(кампус Африка)движение взять(незрелость)взять движение(обратно)движение
привет их трудолюбивые группы жаждят чтобы ты занес здоровила именно для нас из библиотека,движение(библиотека)движение взять(здоровила)взять движение(обратно)движение
прихвати продналог в кабинет 442 и вот только тогда возвращайся,взять(продналог)взять движение(кабинет 442)движение движение(обратно)движение
не сочтите за труд прихватить крендельщица пожалуйста в пост охраны,взять(крендельщица)взять движение(пост охраны)движение
прихвати именно нам бассейн из пост охраны пожалуйста,движение(пост охраны)движение взять(бассейн)взять движение(обратно)движение
доброе утро жаждим чтобы ты увез подземка именно мне из пост охраны,движение(пост охраны)движение взять(подземка)взять движение(обратно)движение
передай обливка из пункт 379 пожалуйста,движение(пункт 379)движение взять(обливка)взять движение(обратно)движение
пожалуйста передай рассекание в библиотека,взять(рассекание)взять движение(библиотека)движение
добрый вечер дойди в пункт 970 и возьми для нас кряж,движение(пункт 970)движение взять(кряж)взять движение(обратно)движение
здравствуй им хочется чтобы ты поехал в кабинет 104 и прихватил раут вот мне,движение(кабинет 104)движение взять(раут)взять движение(обратно)движение
доставь повестка из буфет пожалуйста,движение(буфет)движение взять(повестка)взять движение(обратно)движение
не сочтите за труд забрать тяжеловоз в пост охраны,взять(тяжеловоз)взять движение(пост охраны)движение
доброе утро Сергею Александровичу охота чтобы ты довез фуксин в буфет и потом пошел в начальную точку,взять(фуксин)взять движение(буфет)движение движение(обратно)движение
передай ксерокс из библиотека,движение(библиотека)движение взять(ксерокс)взять движение(обратно)движение
довези для нас каморочка из буфет,движение(буфет)движение взять(каморочка)взять движение(обратно)движение
я хочу чтобы ты доставил эфедра в библиотека,взять(эфедра)взять движение(библиотека)движение
не откажи в любезности привезти мирт в кабинет 7,взять(мирт)взять движение(кабинет 7)движение
привет хочу чтобы ты довез волосочек в кабинет 82 и после съездил на прежнее место,взять(волосочек)взять движение(кабинет 82)движение движение(обратно)движение
довези мне только пантомим из аудитория 483,движение(аудитория 483)движение взять(пантомим)взять движение(обратно)движение
будь так добр заедь в пункт 464 и передай нам башмак,движение(пункт 464)движение взять(башмак)взять движение(обратно)движение
привет привези клико в отдел кадров и только тогда зайди назад,взять(клико)взять движение(отдел кадров)движение движение(обратно)движение
попробуйте передать халат мне как раз из кампус Южная Америка,движение(кампус Южная Америка)движение взять(халат)взять движение(обратно)движение
увези жизнелюбие в медпункт и только тогда сгоняй в исходную точку,взять(жизнелюбие)взять движение(медпункт)движение движение(обратно)движение
прошу чтобы ты в отдел кадров занес падалица и только после этого вернулся,взять(падалица)взять движение(отдел кадров)движение движение(обратно)движение
потрудись принести сподвижница только нам из кабинет 895,движение(кабинет 895)движение взять(сподвижница)взять движение(обратно)движение
доброе утро требую чтобы ты прихватил припыливание из аудитория 16,движение(аудитория 16)движение взять(припыливание)взять движение(обратно)движение
точно возьми как раз для нас звёнышко из кабинет 782,движение(кабинет 782)движение взять(звёнышко)взять движение(обратно)движение
будь добр привези задачка в отдел кадров а после забеги на прежнее место,взять(задачка)взять движение(отдел кадров)движение движение(обратно)движение
добрый вечер ее талантливые группы желают чтобы ты увез демагог нам вот из кампус Африка,движение(кампус Африка)движение взять(демагог)взять движение(обратно)движение
добрый день мы жаждим чтобы ты приехал в пост охраны и забрал каменобоец сюда как раз,движение(пост охраны)движение взять(каменобоец)взять движение(обратно)движение
сделай одолжение принеси только для меня шлёндра из кабинет 318,движение(кабинет 318)движение взять(шлёндра)взять движение(обратно)движение
здравствуй ее трудолюбивые группы требуют чтобы ты в библиотека занес подворотничок после этого сходил назад,взять(подворотничок)взять движение(библиотека)движение движение(обратно)движение
он желает чтобы ты доставил клоповник из медпункт,движение(медпункт)движение взять(клоповник)взять движение(обратно)движение
не сочти за труд принести ставленница из пункт 534,движение(пункт 534)движение взять(ставленница)взять движение(обратно)движение
не откажи в любезности доставить нахал в медпункт а после добраться обратно,взять(нахал)взять движение(медпункт)движение движение(обратно)движение
доставь иезуит в кабинет 974 и вот только затем вернись пожалуйста,взять(иезуит)взять движение(кабинет 974)движение движение(обратно)движение
доставь вот для нас подвиг из отдел кадров,движение(отдел кадров)движение взять(подвиг)взять движение(обратно)движение
извольте переместиться в кампус Бразилия и отнести фанерка нам,движение(кампус Бразилия)движение взять(фанерка)взять движение(обратно)движение
прошу передай вот нам трень-брень из кампус Южная Америка,движение(кампус Южная Америка)движение взять(трень-брень)взять движение(обратно)движение
прошу отвези обозник в кабинет 788,взять(обозник)взять движение(кабинет 788)движение
добрый день мне охота чтобы ты доставил консигнация в аудитория 636,взять(консигнация)взять движение(аудитория 636)движение
добрый вечер довези как раз для нас муштровка из пост охраны,движение(пост охраны)движение взять(муштровка)взять движение(обратно)движение
можете принести расторопность пожалуйста мне только из буфет,движение(буфет)движение взять(расторопность)взять движение(обратно)движение
отнеси только мне соответчик из пост охраны пожалуйста,движение(пост охраны)движение взять(соответчик)взять движение(обратно)движение
я жажду чтобы ты взял второклассник из отдел кадров,движение(отдел кадров)движение взять(второклассник)взять движение(обратно)движение
добрый день он требует чтобы ты прихватил морковник в буфет,взять(морковник)взять движение(буфет)движение
добрый день жажду чтобы ты довез противник в пункт 649,взять(противник)взять движение(пункт 649)движение
бога ради забеги в аудитория 754 и принеси менада туда и только после этого иди на прежнее место,взять(менада)взять движение(аудитория 754)движение движение(обратно)движение
изволь захватить разложение в кабинет 611 а затем вернуться,взять(разложение)взять движение(кабинет 611)движение движение(обратно)движение
точно принеси маскхалат из кабинет 251,движение(кабинет 251)движение взять(маскхалат)взять движение(обратно)движение
будь так добр занеси мне шелуди из библиотека,движение(библиотека)движение взять(шелуди)взять движение(обратно)движение
принеси именно для меня вариативность из медпункт,движение(медпункт)движение взять(вариативность)взять движение(обратно)движение
прихвати осязаемость в отдел кадров потом зайди обратно пожалуйста,взять(осязаемость)взять движение(отдел кадров)движение движение(обратно)движение
добрый день я требую чтобы ты принес ятрышник из пункт 743,движение(пункт 743)движение взять(ятрышник)взять движение(обратно)движение
извольте сгонять пожалуйста в кабинет 925 и забрать нам набучивание,движение(кабинет 925)движение взять(набучивание)взять движение(обратно)движение
требуем чтобы ты привез ланцетник в пост охраны после съездил назад,взять(ланцетник)взять движение(пост охраны)движение движение(обратно)движение
привет передай гельминт из библиотека,движение(библиотека)движение взять(гельминт)взять движение(обратно)движение
изволь занести подвяливание в кабинет 200,взять(подвяливание)взять движение(кабинет 200)движение
не откажи в любезности как раз нам привезти треух из аудитория 845,движение(аудитория 845)движение взять(треух)взять движение(обратно)движение
добрый день довези оптантка в пост охраны,взять(оптантка)взять движение(пост охраны)движение
прошу отвези кок-сагыз в медпункт затем возвращайся,взять(кок-сагыз)взять движение(медпункт)движение движение(обратно)движение
привет желаем чтобы ты захватил наведение из библиотека,движение(библиотека)движение взять(наведение)взять движение(обратно)движение
пожалуйста передай лучиночка в библиотека,взять(лучиночка)взять движение(библиотека)движение
добрый день мои руководители жаждят чтобы ты в буфет захватил подызбица и после чего добрался в исходную точку,взять(подызбица)взять движение(буфет)движение движение(обратно)движение
сходи в библиотека и отвези ответчик для них а затем доберись назад,взять(ответчик)взять движение(библиотека)движение движение(обратно)движение
не откажите в любезности сходить пожалуйста в медпункт и забрать сбитенщица мне,движение(медпункт)движение взять(сбитенщица)взять движение(обратно)движение
захвати селянство в отдел кадров и только после этого возвращайся обратно,взять(селянство)взять движение(отдел кадров)движение движение(обратно)движение
доброе утро мой трудолюбивый коллега требует чтобы ты отнес флаг-штурман в аудитория 200,взять(флаг-штурман)взять движение(аудитория 200)движение
попробуй захватить пустоболт из буфет,движение(буфет)движение взять(пустоболт)взять движение(обратно)движение
привет охота чтобы ты забрал скитник в пункт 394,взять(скитник)взять движение(пункт 394)движение
отвези как раз для меня полусмерть из кабинет 389 пожалуйста,движение(кабинет 389)движение взять(полусмерть)взять движение(обратно)движение
хотим чтобы ты занес миро в кампус Северная Америка после поехал назад,взять(миро)взять движение(кампус Северная Америка)движение движение(обратно)движение
добрый вечер требую чтобы ты сходил в кабинет 825 и передал объективация для меня как раз,движение(кабинет 825)движение взять(объективация)взять движение(обратно)движение
потрудитесь захватить проран мне как раз из отдел кадров,движение(отдел кадров)движение взять(проран)взять движение(обратно)движение
не откажи в любезности идти пожалуйста в аудитория 58 и передать для них допревание и после чего добраться в исходную точку,взять(допревание)взять движение(аудитория 58)движение движение(обратно)движение
точно передай соучастник из медпункт,движение(медпункт)движение взять(соучастник)взять движение(обратно)движение
не сочти за труд занести скляночка в пост охраны а после этого заехать в исходную точку,взять(скляночка)взять движение(пост охраны)движение движение(обратно)движение
увези гриб пожалуйста в отдел кадров а после чего следуй обратно,взять(гриб)взять движение(отдел кадров)движение движение(обратно)движение
забери вот для меня просторечие пожалуйста из кабинет 606,движение(кабинет 606)движение взять(просторечие)взять движение(обратно)движение
точно доставь как раз нам выскребание из пункт 392,движение(пункт 392)движение взять(выскребание)взять движение(обратно)движение
мы желаем чтобы ты доставил пружок из кабинет 86,движение(кабинет 86)движение взять(пружок)взять движение(обратно)движение
доброе утро мы требуем чтобы ты забрал племяшок из пост охраны,движение(пост охраны)движение взять(племяшок)взять движение(обратно)движение
привет твои группы просят чтобы ты в отдел кадров занес браконьерство и только тогда зашел в начальную точку,взять(браконьерство)взять движение(отдел кадров)движение движение(обратно)движение
добрый вечер возьми футуристка именно мне из пункт 493,движение(пункт 493)движение взять(футуристка)взять движение(обратно)движение
добрый день их замечательный коллектив хочет чтобы ты передал стационарность из пост охраны,движение(пост охраны)движение взять(стационарность)взять движение(обратно)движение
друг забеги в буфет и принеси нам расклевание,движение(буфет)движение взять(расклевание)взять движение(обратно)движение
будь другом принеси побирушка в аудитория 77,взять(побирушка)взять движение(аудитория 77)движение
добрый вечер коллективу хочется чтобы ты доставил растыкивание в библиотека и после этого сходил в начальную точку,взять(растыкивание)взять движение(библиотека)движение движение(обратно)движение
здравствуй твои замечательные коллеги желают чтобы ты телепортировался в аудитория 517 и прихватил рьяность сюда,движение(аудитория 517)движение взять(рьяность)взять движение(обратно)движение
извольте привезти прибор из кабинет 178,движение(кабинет 178)движение взять(прибор)взять движение(обратно)движение
прихвати магнолия в аудитория 489 и только потом иди назад пожалуйста,взять(магнолия)взять движение(аудитория 489)движение движение(обратно)движение
дружок занеси геббельс в библиотека,взять(геббельс)взять движение(библиотека)движение
привет мы просим чтобы ты передал скрытие в аудитория 770,взять(скрытие)взять движение(аудитория 770)движение
привет жажду чтобы ты отнес взвинчивание сюда как раз из кабинет 607,движение(кабинет 607)движение взять(взвинчивание)взять движение(обратно)движение
не откажи в любезности принести упоённость в кампус Антарктида а после идти на прежнее место,взять(упоённость)взять движение(кампус Антарктида)движение движение(обратно)движение
прибудь в библиотека и передай консоме коллегам,взять(консоме)взять движение(библиотека)движение
пожалуйста привези папироска из аудитория 306,движение(аудитория 306)движение взять(папироска)взять движение(обратно)движение
дружок доставь босниец в пункт 209 и затем сходи обратно,взять(босниец)взять движение(пункт 209)движение движение(обратно)движение
доброе утро мне охота чтобы ты довез помещение мне только из пост охраны,движение(пост охраны)движение взять(помещение)взять движение(обратно)движение
попробуй привезти зелёненькая в пункт 691,взять(зелёненькая)взять движение(пункт 691)движение
не откажите в любезности телепортироваться пожалуйста в отдел кадров и отвезти сюда гемофилик,движение(отдел кадров)движение взять(гемофилик)взять движение(обратно)движение
добрый день забеги в пункт 543 и отнеси несмелость сюда,движение(пункт 543)движение взять(несмелость)взять движение(обратно)движение
доброе утро требую чтобы ты отдал гекатомба в отдел кадров,взять(гекатомба)взять движение(отдел кадров)движение
забери пищик в библиотека,взять(пищик)взять движение(библиотека)движение
прибудь в пункт 469 и отнеси хвастунишка оттуда,движение(пункт 469)движение взять(хвастунишка)взять движение(обратно)движение
не откажи в любезности занести сизина из библиотека,движение(библиотека)движение взять(сизина)взять движение(обратно)движение
будь добр отдай эммер в пост охраны а затем следуй назад,взять(эммер)взять движение(пост охраны)движение движение(обратно)движение
не сочти за труд привезти шеврон пожалуйста в пост охраны,взять(шеврон)взять движение(пост охраны)движение
пожалуйста доставь сюда оподзоленность из кампус Антарктида,движение(кампус Антарктида)движение взять(оподзоленность)взять движение(обратно)движение
пожалуйста не откажи в любезности забрать обрызгиватель как раз мне из библиотека,движение(библиотека)движение взять(обрызгиватель)взять движение(обратно)движение
привези мне именно дендрарий из отдел кадров пожалуйста,движение(отдел кадров)движение взять(дендрарий)взять движение(обратно)движение
добрый вечер мы желаем чтобы ты сгонял в пост охраны и прихватил вертоград мне,движение(пост охраны)движение взять(вертоград)взять движение(обратно)движение
добрый день желаю чтобы ты съездил в аудитория 471 и передал лапоть мне именно,движение(аудитория 471)движение взять(лапоть)взять движение(обратно)движение
изволь заехать пожалуйста в кампус Бразилия и довезти коллегам лейкоцитоз а после телепортироваться назад,взять(лейкоцитоз)взять движение(кампус Бразилия)движение движение(обратно)движение
следуй в библиотека и отвези хлев оттуда,движение(библиотека)движение взять(хлев)взять движение(обратно)движение
привет его коллеги просят чтобы ты передал рефрактометр нам из медпункт,движение(медпункт)движение взять(рефрактометр)взять движение(обратно)движение
привет мы требуем чтобы ты шел в буфет и принес мастеровой мне,движение(буфет)движение взять(мастеровой)взять движение(обратно)движение
потрудитесь только для меня отвезти береговик из пункт 27,движение(пункт 27)движение взять(береговик)взять движение(обратно)движение
доброе утро прошу чтобы ты в пост охраны увез пуристка и вот только затем сгонял назад,взять(пуристка)взять движение(пост охраны)движение движение(обратно)движение
извольте довезти для нас трагик пожалуйста из библиотека,движение(библиотека)движение взять(трагик)взять движение(обратно)движение
здравствуй жаждим чтобы ты отнес репутация в пункт 845,взять(репутация)взять движение(пункт 845)движение
пожалуйста изволь как раз для меня забрать парангон из пост охраны,движение(пост охраны)движение взять(парангон)взять движение(обратно)движение
ваша талантливая группа просит чтобы ты доставил прудонизм только сюда из кампус Антарктида,движение(кампус Антарктида)движение взять(прудонизм)взять движение(обратно)движение
поезжай пожалуйста в буфет и прихвати оттуда матрона,движение(буфет)движение взять(матрона)взять движение(обратно)движение
пожалуйста не сочти за труд привезти шелковьё из аудитория 692,движение(аудитория 692)движение взять(шелковьё)взять движение(обратно)движение
телепортируйся в буфет и доставь пургаторий оттуда,движение(буфет)движение взять(пургаторий)взять движение(обратно)движение
дойди в отдел кадров и возьми настилка мне,движение(отдел кадров)движение взять(настилка)взять движение(обратно)движение
доставь сюда именно вышка из аудитория 200,движение(аудитория 200)движение взять(вышка)взять движение(обратно)движение
привет мы требуем чтобы ты доставил шкурочка в пост охраны а после приехал обратно,взять(шкурочка)взять движение(пост охраны)движение движение(обратно)движение
доставь как раз сюда копьё из пост охраны,движение(пост охраны)движение взять(копьё)взять движение(обратно)движение
изволь зайти пожалуйста в пост охраны и отнести коллективу длань,взять(длань)взять движение(пост охраны)движение
здравствуй они требуют чтобы ты в кабинет 383 доставил командировка и вот только затем следовал в начальную точку,взять(командировка)взять движение(кабинет 383)движение движение(обратно)движение
добрый день мы желаем чтобы ты в медпункт прихватил эпизоотик и вот только затем вернулся,взять(эпизоотик)взять движение(медпункт)движение движение(обратно)движение
не сочтите за труд передать эссе в буфет,взять(эссе)взять движение(буфет)движение
доброе утро забери заборец в кабинет 481 а после дойди назад,взять(заборец)взять движение(кабинет 481)движение движение(обратно)движение
